q = [
0.014452, 0.021055, 0.027747, 0.036295, 0.075373, 0.130310, 0.219805, 0.444865, 0.872123;
0.018426, 0.020204, 0.025240, 0.038664, 0.068308, 0.122649, 0.234243, 0.462218, 0.870301;
0.013783, 0.024122, 0.024878, 0.041274, 0.064670, 0.142934, 0.234110, 0.456694, 0.869022;
0.016390, 0.019619, 0.027196, 0.041489, 0.071099, 0.126072, 0.223535, 0.451944, 0.896054;
0.016860, 0.019546, 0.027549, 0.050396, 0.065471, 0.118745, 0.236296, 0.451002, 0.859161;
0.015616, 0.018092, 0.026336, 0.041453, 0.068282, 0.127022, 0.226175, 0.438485, 0.857944;
0.012518, 0.021207, 0.029801, 0.038795, 0.073095, 0.136026, 0.243149, 0.445204, 0.876913;
0.016790, 0.019659, 0.028053, 0.036626, 0.072703, 0.127018, 0.225601, 0.440411, 0.852574;
0.021032, 0.019406, 0.026323, 0.035548, 0.068907, 0.130730, 0.232880, 0.425000, 0.878415;
0.022151, 0.020467, 0.024371, 0.043058, 0.063820, 0.125865, 0.232022, 0.450406, 0.894845;
0.015949, 0.019769, 0.023908, 0.039947, 0.071550, 0.132991, 0.230002, 0.457184, 0.882476;
0.019289, 0.020106, 0.027611, 0.039439, 0.071213, 0.122025, 0.234159, 0.434801, 0.881687;
0.020984, 0.024345, 0.024607, 0.037696, 0.068469, 0.119711, 0.231121, 0.436166, 0.858994;
0.015893, 0.019948, 0.032028, 0.040860, 0.069124, 0.123749, 0.244626, 0.445126, 0.890478;
0.019207, 0.023194, 0.028055, 0.042402, 0.075889, 0.127520, 0.230405, 0.424618, 0.900218;
0.017875, 0.017996, 0.027685, 0.038013, 0.066941, 0.120824, 0.239612, 0.420285, 0.883579;
0.016853, 0.020836, 0.029958, 0.036791, 0.070168, 0.125001, 0.225290, 0.445586, 0.879926;
0.014765, 0.021154, 0.027411, 0.039194, 0.068323, 0.128915, 0.215434, 0.426992, 0.851709];
pt5 = [
0.050486, 0.063519, 0.069804, 0.071230, 0.087000, 0.164512, 0.271187, 0.523678, 0.968458;
0.056525, 0.048531, 0.057457, 0.063861, 0.099366, 0.161920, 0.272550, 0.508881, 1.000986;
0.044118, 0.041874, 0.056835, 0.066559, 0.098793, 0.171791, 0.276381, 0.515599, 0.990798;
0.060099, 0.056674, 0.061413, 0.064050, 0.085789, 0.156297, 0.279184, 0.484795, 0.969177;
0.053555, 0.060639, 0.063801, 0.066954, 0.087210, 0.158284, 0.263354, 0.481775, 0.977398;
0.051585, 0.052921, 0.053784, 0.067730, 0.099985, 0.151875, 0.295308, 0.504730, 0.966829;
0.048959, 0.059045, 0.047003, 0.060197, 0.101864, 0.160634, 0.271824, 0.484825, 0.971463;
0.049762, 0.055698, 0.056622, 0.066899, 0.096754, 0.151877, 0.275556, 0.503407, 0.958398;
0.057952, 0.052870, 0.056576, 0.068061, 0.100063, 0.157024, 0.283306, 0.506809, 0.977390;
0.046771, 0.047233, 0.054067, 0.059244, 0.085578, 0.164442, 0.270563, 0.492838, 0.957237;
0.048092, 0.048582, 0.052059, 0.070265, 0.087374, 0.169321, 0.266303, 0.491702, 0.979386;
0.048410, 0.056279, 0.064768, 0.065386, 0.106239, 0.166972, 0.290820, 0.503474, 0.950028;
0.055326, 0.059161, 0.052315, 0.065098, 0.093902, 0.166002, 0.283089, 0.497795, 0.978724;
0.049662, 0.061343, 0.055432, 0.067969, 0.089148, 0.164769, 0.266698, 0.494560, 0.946883;
0.053055, 0.061913, 0.060326, 0.070944, 0.102400, 0.164692, 0.280053, 0.513011, 0.983123;
0.056765, 0.047970, 0.059857, 0.076326, 0.091476, 0.160256, 0.270459, 0.517754, 0.982423;
0.047403, 0.046473, 0.059030, 0.069442, 0.104546, 0.172535, 0.273584, 0.499733, 0.951379;
0.058250, 0.055769, 0.062062, 0.068786, 0.095025, 0.173128, 0.287599, 0.495059, 1.007808;
0.046044, 0.046246, 0.060790, 0.078629, 0.095045, 0.166254, 0.268518, 0.506876, 0.957308;
0.037634, 0.053841, 0.047557, 0.071584, 0.104377, 0.162464, 0.266873, 0.498643, 0.969844;
0.046698, 0.055521, 0.063132, 0.068306, 0.102929, 0.161370, 0.275438, 0.500785, 0.970749;
0.043803, 0.066399, 0.060993, 0.069108, 0.099648, 0.168784, 0.273669, 0.488959, 0.948429;
0.055603, 0.063607, 0.050025, 0.064630, 0.103721, 0.166787, 0.268696, 0.518380, 0.995705;
0.044511, 0.056590, 0.050160, 0.080034, 0.102727, 0.159004, 0.273320, 0.499637, 0.970420;
0.048230, 0.047888, 0.050163, 0.072544, 0.100521, 0.149059, 0.259114, 0.507320, 0.970161;
0.045621, 0.056743, 0.048465, 0.076619, 0.095241, 0.160640, 0.273361, 0.495853, 0.974457;
0.051467, 0.048368, 0.050780, 0.063257, 0.103604, 0.161221, 0.281392, 0.486138, 0.963344;
0.048659, 0.050527, 0.062107, 0.067091, 0.092970, 0.160160, 0.277058, 0.502175, 0.959496;
0.058022, 0.058500, 0.065386, 0.081502, 0.095577, 0.153189, 0.274205, 0.531293, 0.947622;
0.058542, 0.053931, 0.056504, 0.076743, 0.093060, 0.158876, 0.279006, 0.495381, 0.984135;
0.053863, 0.046719, 0.054482, 0.069718, 0.090443, 0.156098, 0.269833, 0.479158, 0.950144;
0.043406, 0.047997, 0.057815, 0.062991, 0.095253, 0.174424, 0.281381, 0.495881, 0.965516;
0.049081, 0.048073, 0.055807, 0.067653, 0.090889, 0.169074, 0.275905, 0.518795, 0.938071;
0.038885, 0.041287, 0.058458, 0.070456, 0.094845, 0.171327, 0.280334, 0.482079, 0.957690;
0.053832, 0.054053, 0.061371, 0.061120, 0.100841, 0.152886, 0.267369, 0.509901, 0.969760;
0.055086, 0.052358, 0.058679, 0.068190, 0.090993, 0.171537, 0.285675, 0.495081, 0.963321;
0.039177, 0.043293, 0.061676, 0.079645, 0.095318, 0.183582, 0.265106, 0.486601, 0.950833;
0.040478, 0.049815, 0.059431, 0.068892, 0.098796, 0.150397, 0.290307, 0.506604, 0.944711;
